consensus,batch,tps,round_label,phase,role,cpu_avg_mean__n,cpu_avg_mean__mean,cpu_avg_mean__ci95_low,cpu_avg_mean__ci95_high,cpu_max_peak__n,cpu_max_peak__mean,cpu_max_peak__ci95_low,cpu_max_peak__ci95_high,mem_avg_mb_mean__n,mem_avg_mb_mean__mean,mem_avg_mb_mean__ci95_low,mem_avg_mb_mean__ci95_high,mem_max_mb_peak__n,mem_max_mb_peak__mean,mem_max_mb_peak__ci95_low,mem_max_mb_peak__ci95_high,traffic_in_mb_sum__n,traffic_in_mb_sum__mean,traffic_in_mb_sum__ci95_low,traffic_in_mb_sum__ci95_high,traffic_out_mb_sum__n,traffic_out_mb_sum__mean,traffic_out_mb_sum__ci95_low,traffic_out_mb_sum__ci95_high,traffic_in_mbps__n,traffic_in_mbps__mean,traffic_in_mbps__ci95_low,traffic_in_mbps__ci95_high,traffic_out_mbps__n,traffic_out_mbps__mean,traffic_out_mbps__ci95_low,traffic_out_mbps__ci95_high,disk_write_mb_sum__n,disk_write_mb_sum__mean,disk_write_mb_sum__ci95_low,disk_write_mb_sum__ci95_high,disk_write_mb_per_s__n,disk_write_mb_per_s__mean,disk_write_mb_per_s__ci95_low,disk_write_mb_per_s__ci95_high,disk_read_b_sum__n,disk_read_b_sum__mean,disk_read_b_sum__ci95_low,disk_read_b_sum__ci95_high,n_reps,throughput_mean,throughput_ci95_low,throughput_ci95_high,avg_latency_mean_ms,avg_latency_ci95_low_ms,avg_latency_ci95_high_ms,send_rate_mean,succ_total,fail_total,total_tx,fail_rate,orderer_cpu_avg_per_tps
SmartBFT,300,200,submitEvidence,SUBMIT,orderer,5.0,3.8825000000000003,3.10029703641574,4.6647029635842605,5.0,15.063999999999998,8.131123540767799,21.996876459232197,5.0,162.35,158.8344943806047,165.8655056193953,5.0,221.2,210.2920507225235,232.10794927747648,5.0,758.8,721.130181197144,796.4698188028559,5.0,574.3199999999999,536.1400177998155,612.4999822001844,5.0,79.22329484672237,76.76123351971154,81.6853561737332,5.0,59.950712351309015,57.20288940845694,62.69853529416109,5.0,739.2,736.9792,741.4208000000001,5.0,9.65318889308019,9.34843141798645,9.957946368173928,5.0,0.0,0.0,0.0,5.0,156.57999999999998,151.61771073088235,161.54228926911762,23524.0,19595.880546386605,27452.119453613395,199.78,59951,0,59951,0.0,0.02479563162600588
Raft,10,50,retrieveEvidenceAndLog,RETRIEVE,orderer,5.0,0.3345,0.32588768648968236,0.3431123135103177,5.0,0.634,0.6004574643773014,0.6675425356226986,5.0,157.0,155.16384859012118,158.83615140987882,5.0,173.4,170.28394772829466,176.51605227170535,5.0,91.38,91.09690243660532,91.66309756339467,5.0,110.042,109.88783824474274,110.19616175525726,5.0,11.755016306156406,11.722247706849204,11.787784905463608,5.0,14.15568186356073,14.134509220055715,14.176854507065745,5.0,161.2,161.2,161.2,5.0,2.592074542429284,2.589096231613976,2.595052853244592,5.0,0.0,0.0,0.0,5.0,48.32000000000001,48.264480000000006,48.37552000000001,224.0,195.41933072862008,252.58066927137992,50.1,15025,0,15025,0.0,0.006922599337748344
Raft,10,100,retrieveEvidenceAndLog,RETRIEVE,orderer,5.0,0.675,0.6184485805660017,0.7315514194339984,5.0,1.4460000000000002,1.325443590232622,1.5665564097673783,5.0,177.15,175.93599581549321,178.3640041845068,5.0,192.0,189.08850663747967,194.91149336252033,5.0,181.16,181.01845121830266,181.30154878169733,5.0,218.98000000000002,218.81813277539914,219.1418672246009,5.0,19.447948043297252,17.469978802831818,21.425917283762686,5.0,23.508191174021647,21.113242118878098,25.903140229165196,5.0,322.0,322.0,322.0,5.0,4.320859283930058,3.8827763151745573,4.758942252685558,5.0,0.0,0.0,0.0,5.0,80.58,72.41016078454416,88.74983921545584,8378.0,3687.090590951047,13068.909409048953,100.1,30025,0,30025,0.0,0.008376768428890544
Raft,10,150,retrieveEvidenceAndLog,RETRIEVE,orderer,5.0,0.7,0.6590598817783826,0.7409401182216173,5.0,2.1719999999999997,2.0618658952730806,2.282134104726919,5.0,183.95,182.16168709673053,185.73831290326945,5.0,195.0,191.07414315085228,198.92585684914772,5.0,270.4,270.04886068861487,270.7511393113851,5.0,326.5,326.2366455164612,326.7633544835388,5.0,22.058193635777467,20.983968631489248,23.132418640065687,5.0,26.63491114279937,25.327187432784832,27.94263485281391,5.0,484.0,484.0,484.0,5.0,4.93541373703996,4.693137187107257,5.1776902869726635,5.0,0.0,0.0,0.0,5.0,77.14000000000001,71.0602431132816,83.21975688671843,36772.0,32010.578127686647,41533.42187231335,150.06,37946,7075,45021,0.157148886075387,0.00907441016333938
Raft,10,200,retrieveEvidenceAndLog,RETRIEVE,orderer,5.0,0.866,0.7446471988951223,0.9873528011048777,5.0,3.0740000000000003,2.804199076176526,3.3438009238234745,5.0,185.35,184.0222998230022,186.6777001769978,5.0,201.6,199.1799393065462,204.0200606934538,5.0,358.41999999999996,358.0644985423377,358.77550145766224,5.0,397.16,380.6817799788448,413.63822002115523,5.0,78.9148868215535,58.8270545348217,99.00271910828529,5.0,86.97880052172992,67.29162917784532,106.66597186561452,5.0,642.8,641.4400432948067,644.1599567051932,5.0,17.68985290669632,13.192349861727457,22.187355951665182,5.0,0.0,0.0,0.0,5.0,99.78,99.72448,99.83552,39910.0,39172.39846420984,40647.60153579016,199.98,18998,41015,60013,0.6834352556945995,0.008679094006814993
Raft,100,50,retrieveEvidenceAndLog,RETRIEVE,orderer,5.0,0.27799999999999997,0.26911246355844315,0.2868875364415568,5.0,0.55,0.48981775411302775,0.6101822458869723,5.0,162.05,160.5232,163.57680000000002,5.0,176.0,173.08850663747967,178.91149336252033,5.0,89.72,89.66448,89.77552,5.0,107.918,107.8657698716831,107.97023012831691,5.0,11.527150748752078,11.514007503176643,11.540293994327513,5.0,13.865220898502496,13.841610298525953,13.888831498479039,5.0,149.2,149.2,149.2,5.0,2.3961371048252906,2.392760972705244,2.3995132369453374,5.0,0.0,0.0,0.0,5.0,48.260000000000005,48.192002164740344,48.327997835259666,1256.0,1161.2086437695923,1350.7913562304077,50.1,15025,0,15025,0.0,0.0057604641525072515
Raft,100,100,retrieveEvidenceAndLog,RETRIEVE,orderer,5.0,0.48650000000000004,0.4739695037608242,0.4990304962391759,5.0,0.8800000000000001,0.8237902841138652,0.936209715886135,5.0,175.85,174.08609281423313,177.61390718576686,5.0,186.6,184.5226318188631,188.6773681811369,5.0,178.76,178.5522631818863,178.96773681811368,5.0,214.948,214.63758411009744,215.25841588990258,5.0,23.019414487926728,22.977778283680482,23.061050692172973,5.0,27.67944153205662,27.624777627523592,27.73410543658965,5.0,298.4,298.4,298.4,5.0,4.803221315570357,4.7998423723494605,4.806600258791254,5.0,0.0,0.0,0.0,5.0,96.66,96.59200216474034,96.72799783525966,762.0,666.0772490803147,857.9227509196853,100.1,30025,0,30025,0.0,0.005033105731429755
Raft,100,150,retrieveEvidenceAndLog,RETRIEVE,orderer,5.0,0.8145,0.7787472106822418,0.8502527893177582,5.0,1.5080000000000002,1.4014218435888481,1.6145781564111523,5.0,178.85,176.58411391283673,181.11588608716326,5.0,189.0,185.07414315085228,192.92585684914772,5.0,267.1,266.70741431508526,267.4925856849148,5.0,322.34000000000003,321.9614040760917,322.71859592390837,5.0,34.37863942254303,34.31808208554259,34.43919675954347,5.0,41.48862009994448,41.426366417728204,41.55087378216075,5.0,448.0,448.0,448.0,5.0,7.207800111049417,7.205037983342588,7.210562238756247,5.0,0.0,0.0,0.0,5.0,144.88,144.82448,144.93552,674.0,587.2749875987325,760.7250124012675,150.1,45025,0,45025,0.0,0.005621893981225842
Raft,100,200,retrieveEvidenceAndLog,RETRIEVE,orderer,5.0,1.0115,0.9661716515191653,1.0568283484808347,5.0,2.07,1.9976107764926296,2.14238922350737,5.0,180.85,179.27353504320584,182.42646495679415,5.0,197.0,191.1770132749593,202.8229867250407,5.0,354.04,353.46704005585036,354.6129599441497,5.0,427.46000000000004,426.6525704429488,428.2674295570513,5.0,43.64056071281746,41.976767112568716,45.304354313066206,5.0,52.691000942514826,50.663261145559915,54.71874073946974,5.0,596.8,594.5791999999999,599.0208,5.0,9.195201671225574,8.860264360578135,9.530138981873012,5.0,0.0,0.0,0.0,5.0,184.84,177.70260222030467,191.97739777969537,5926.0,3065.6475331707807,8786.35246682922,199.92,59981,0,59981,0.0,0.0054723003678857395
Raft,300,50,retrieveEvidenceAndLog,RETRIEVE,orderer,5.0,0.238,0.23059010769309024,0.24540989230690974,5.0,0.52,0.4624356388031623,0.5775643611968377,5.0,160.45,158.73033577696108,162.1696642230389,5.0,177.4,171.67040055850325,183.12959944149677,5.0,89.56,89.41845121830266,89.70154878169734,5.0,107.72999999999999,107.57494107855398,107.885058921446,5.0,11.69729384359401,11.623112725467319,11.771474961720703,5.0,14.070474542429286,13.974406053796486,14.166543031062087,5.0,149.44,149.16800865896136,149.71199134103864,5.0,2.439776372712146,2.4213232962016535,2.458229449222639,5.0,0.0,0.0,0.0,5.0,49.059999999999995,48.70233741934611,49.41766258065388,1284.0,1277.2002164740338,1290.7997835259662,50.1,15025,0,15025,0.0,0.0048512026090501426
Raft,300,100,retrieveEvidenceAndLog,RETRIEVE,orderer,5.0,0.4305,0.3992006769402276,0.4617993230597724,5.0,0.8640000000000001,0.7153867421257445,1.0126132578742557,5.0,184.15,182.95599725293448,185.34400274706553,5.0,203.0,199.95904436073133,206.04095563926867,5.0,178.51999999999998,178.11390620984798,178.92609379015198,5.0,214.70999999999998,214.18799388570628,215.23200611429368,5.0,23.288131890091588,23.232288092747087,23.34397568743609,5.0,28.009158767693588,27.936839695901252,28.081477839485924,5.0,301.68,301.45792,301.90208,5.0,4.919317901748543,4.906992730955662,4.931643072541424,5.0,0.0,0.0,0.0,5.0,97.92,97.6811994505869,98.1588005494131,1438.0,1373.8509705139666,1502.1490294860334,100.1,30025,0,30025,0.0,0.0043964460784313725
Raft,300,150,retrieveEvidenceAndLog,RETRIEVE,orderer,5.0,0.7865,0.6367084959151554,0.9362915040848445,5.0,1.582,1.1684412131945447,1.9955587868054554,5.0,199.95,195.30797515732627,204.5920248426737,5.0,231.4,218.15641416534027,244.64358583465975,5.0,266.41999999999996,266.08687999999995,266.75311999999997,5.0,320.88,320.6411994505869,321.1188005494131,5.0,34.291105830094395,34.25124521129917,34.33096644888962,5.0,41.30069428095503,41.266946128751876,41.33444243315818,5.0,460.0,460.0,460.0,5.0,7.400866185452526,7.398030072182121,7.403702298722931,5.0,0.0,0.0,0.0,5.0,144.88,144.82448,144.93552,1766.0,1639.5167150331713,1892.4832849668287,150.1,45025,0,45025,0.0,0.005428630590833794
Raft,300,200,retrieveEvidenceAndLog,RETRIEVE,orderer,5.0,1.0639999999999998,0.9921249157496144,1.1358750842503853,5.0,2.372,2.1090261925133986,2.634973807486601,5.0,200.55,197.5779293009755,203.5220706990245,5.0,231.6,227.1584,236.0416,5.0,353.96,353.032633167727,354.88736683227296,5.0,426.96000000000004,425.71049159362576,428.2095084063743,5.0,45.424382788860406,45.02353130087708,45.82523427684373,5.0,54.79270441066942,54.28533618191323,55.300072639425615,5.0,618.4,613.9584,622.8416,5.0,9.920247876372219,9.782105111312177,10.058390641432261,5.0,0.0,0.0,0.0,5.0,192.5,191.16002275840225,193.83997724159775,1830.0,1082.6937878486492,2577.306212151351,199.94,60001,0,60001,0.0,0.005527272727272726
SmartBFT,10,50,retrieveEvidenceAndLog,RETRIEVE,orderer,5.0,1.1495000000000002,1.0069611175012236,1.2920388824987767,5.0,1.734,1.4926954914304336,1.9753045085695664,5.0,146.85,145.90351019022918,147.7964898097708,5.0,155.2,153.58132775399093,156.81867224600904,5.0,136.3,136.14795221803658,136.45204778196344,5.0,100.66,100.49647498442134,100.82352501557865,5.0,17.540744093178038,17.49594127148598,17.585546914870097,5.0,12.95414895174709,12.921939757083754,12.986358146410426,5.0,165.2,165.2,165.2,5.0,2.657493510815308,2.6513890821963395,2.6635979394342764,5.0,0.0,0.0,0.0,5.0,48.34,48.22896,48.45103999999999,254.0,185.10149191745876,322.89850808254124,50.1,15025,0,15025,0.0,0.023779478692594128
SmartBFT,10,100,retrieveEvidenceAndLog,RETRIEVE,orderer,5.0,1.8555,1.5255294547933103,2.1854705452066896,5.0,3.6020000000000003,3.3115927167855466,3.892407283214454,5.0,160.45,158.43381354036885,162.46618645963113,5.0,166.4,162.04601412955898,170.75398587044103,5.0,271.12,271.0161315909432,271.2238684090568,5.0,199.938,199.68579616040986,200.1902038395901,5.0,26.056627477102417,23.316615827487773,28.79663912671706,5.0,19.216014920899248,17.186166470098993,21.245863371699503,5.0,330.4,330.4,330.4,5.0,3.969201665278934,3.5524037849053705,4.385999545652497,5.0,0.0,0.0,0.0,5.0,72.14,64.5647237541064,79.7152762458936,15684.0,9663.339163691748,21704.660836308252,100.1,30025,0,30025,0.0,0.025720820626559466
SmartBFT,10,150,retrieveEvidenceAndLog,RETRIEVE,orderer,5.0,2.7455,2.3339667774966397,3.15703322250336,5.0,9.963999999999999,7.574226745296533,12.353773254703464,5.0,178.15,173.8572860146523,182.44271398534772,5.0,201.2,187.58910469366543,214.81089530633454,5.0,518.0,498.6275770436427,537.3724229563574,5.0,399.94,379.9999705510348,419.8800294489652,5.0,97.9105603551269,68.33883855288897,127.48228215736484,5.0,75.4600252144655,53.387106666544135,97.53294376238688,5.0,496.0,496.0,496.0,5.0,11.694043279751867,8.374272507276533,15.0138140522272,5.0,0.0,0.0,0.0,5.0,74.82000000000001,74.71613159094316,74.92386840905685,39096.0,35508.353189164794,42683.646810835206,150.02,16466,28547,45013,0.6341945660142625,0.03669473402833466
SmartBFT,10,200,retrieveEvidenceAndLog,RETRIEVE,orderer,5.0,4.267,3.2071245269259228,5.326875473074078,5.0,27.744,18.35147220033627,37.136527799663725,5.0,256.55,215.30899525666234,297.7910047433377,5.0,363.8,298.175923657243,429.424076342757,5.0,982.4,814.6721595078503,1150.1278404921495,5.0,855.4,563.4846253433027,1147.3153746566973,5.0,1721.0861731261746,327.9415109278025,3114.2308353245467,5.0,1565.6260744832337,-14.216257712257402,3145.468406678725,5.0,578.76,477.69691487205824,679.8230851279418,5.0,114.77866451694827,67.35561208097826,162.20171695291828,5.0,0.0,0.0,0.0,5.0,96.82,95.24867610264468,98.39132389735536,21406.0,15953.109199148032,26858.890800851965,199.36,2756,57120,59876,0.953971541185116,0.044071472836190874
SmartBFT,100,50,retrieveEvidenceAndLog,RETRIEVE,orderer,5.0,0.5125,0.4159616314618897,0.6090383685381102,5.0,1.116,0.61921232646532,1.6127876735346802,5.0,143.45,141.83132775399093,145.06867224600904,5.0,155.4,153.14476693887306,157.65523306112695,5.0,133.01999999999998,131.41711538830768,134.62288461169229,5.0,96.5128,95.00194216518302,98.02365783481697,5.0,17.465690515806983,17.252873803243844,17.678507228370123,5.0,12.672243966722128,12.473321981243572,12.871165952200684,5.0,147.2,147.2,147.2,5.0,2.4159414309484193,2.413221782362729,2.4186610795341097,5.0,0.0,0.0,0.0,5.0,49.32,49.26448,49.37552,1306.0,1198.271168872952,1413.728831127048,50.1,15025,0,15025,0.0,0.010391321978913218
SmartBFT,100,100,retrieveEvidenceAndLog,RETRIEVE,orderer,5.0,2.0294999999999996,1.7757540108218453,2.283245989178154,5.0,3.016,2.521778435824579,3.510221564175421,5.0,153.8,153.16393849354014,154.43606150645988,5.0,163.6,160.61015649907893,166.58984350092106,5.0,263.1,262.8849719646186,263.31502803538143,5.0,190.166,189.81998966729878,190.5120103327012,5.0,33.992254454621154,33.96393606249613,34.02057284674618,5.0,24.56924429641965,24.538036042997,24.600452549842302,5.0,294.4,294.4,294.4,5.0,4.754523230641132,4.751801317568693,4.757245143713571,5.0,0.0,0.0,0.0,5.0,96.98,96.92448,97.03552,884.0,787.596430273563,980.403569726437,100.1,30025,0,30025,0.0,0.020926995256753966
SmartBFT,100,150,retrieveEvidenceAndLog,RETRIEVE,orderer,5.0,3.461,3.218978009726389,3.703021990273611,5.0,5.472,4.913106326763311,6.03089367323669,5.0,156.55,155.63455112649586,157.46544887350416,5.0,166.4,164.14476693887306,168.65523306112695,5.0,393.6,393.3366455164612,393.86335448353884,5.0,284.244,283.5090884059045,284.97891159409556,5.0,50.38078400888395,50.16303420117571,50.59853381659219,5.0,36.38339695724598,36.14316536232358,36.62362855216838,5.0,440.0,440.0,440.0,5.0,7.040000000000001,7.008950539063007,7.071049460936995,5.0,0.0,0.0,0.0,5.0,144.07999999999998,143.44454455514173,144.71545544485824,956.0,713.7393213581701,1198.2606786418298,150.1,45025,0,45025,0.0,0.024021377012770684
SmartBFT,100,200,retrieveEvidenceAndLog,RETRIEVE,orderer,5.0,2.9445000000000006,2.610698264258558,3.2783017357414432,5.0,7.866,6.532173164006662,9.199826835993338,5.0,163.55,162.74663691894636,164.35336308105366,5.0,184.4,182.7344,186.06560000000002,5.0,520.26,517.7269855630889,522.7930144369111,5.0,375.11800000000005,373.16027237382116,377.07572762617895,5.0,51.94595100381672,50.450860255173865,53.44104175245957,5.0,37.45411576702603,36.3717154956716,38.53651603838046,5.0,586.4,583.6800865896136,589.1199134103864,5.0,7.31897623673243,7.092133775487752,7.545818697977109,5.0,0.0,0.0,0.0,5.0,149.3,144.52318232125197,154.07681767874806,28122.0,25923.1276138384,30320.8723861616,199.16000000000005,59809,0,59809,0.0,0.019722036168787677
SmartBFT,300,50,retrieveEvidenceAndLog,RETRIEVE,orderer,5.0,0.852,0.7628432809935224,0.9411567190064776,5.0,1.778,1.4967595504483753,2.0592404495516248,5.0,145.6,144.9564108764126,146.24358912358738,5.0,160.6,157.0233741934611,164.17662580653888,5.0,135.5,134.89817754113028,136.10182245886972,5.0,99.1,98.46984188549222,99.73015811450777,5.0,17.73339367720466,17.68498275574137,17.78180459866795,5.0,12.969529717138105,12.927545548717298,13.011513885558912,5.0,147.2,147.2,147.2,5.0,2.4081038269550747,2.3947803243258274,2.421427329584322,5.0,0.0,0.0,0.0,5.0,49.16,48.888008658961354,49.43199134103864,1342.0,1299.5353654907992,1384.4646345092008,50.1,15025,0,15025,0.0,0.017331163547599674
SmartBFT,300,100,retrieveEvidenceAndLog,RETRIEVE,orderer,5.0,1.9620000000000002,1.6147890880977387,2.3092109119022615,5.0,4.688,3.8636448432962887,5.512355156703711,5.0,161.65,160.08888560316677,163.21111439683324,5.0,176.4,173.04574643773014,179.75425356226987,5.0,280.82,270.98128264424673,290.65871735575325,5.0,207.756,197.9402170894291,217.5717829105709,5.0,36.618002331390514,35.72769116930626,37.508313493474766,5.0,27.088796935886755,26.110391646606985,28.067202225166525,5.0,292.23999999999995,291.9680086589613,292.5119913410386,5.0,4.764422980849291,4.694159775473776,4.834686186224807,5.0,0.0,0.0,0.0,5.0,97.9,96.48723689742404,99.31276310257596,1786.0,1418.916639527205,2153.083360472795,100.1,30025,0,30025,0.0,0.02004085801838611
SmartBFT,300,150,retrieveEvidenceAndLog,RETRIEVE,orderer,5.0,2.289,1.8742886875234777,2.7037113124765226,5.0,7.042,5.344926053118486,8.739073946881513,5.0,165.8,163.10856814316247,168.49143185683755,5.0,187.2,181.62030905515368,192.7796909448463,5.0,420.32000000000005,413.22440063994594,427.41559936005416,5.0,310.816,303.92690085283596,317.705099147164,5.0,54.665215028550826,53.91157187242179,55.41885818467986,5.0,40.42319623014797,39.65238861979224,41.194003840503704,5.0,436.0,436.0,436.0,5.0,7.088255234822856,7.065986624299652,7.1105238453460595,5.0,0.0,0.0,0.0,5.0,146.34,145.84652744595064,146.83347255404937,2032.0,1909.2894955433728,2154.7105044566274,149.98000000000002,45007,0,45007,0.0,0.015641656416564165
SmartBFT,300,200,retrieveEvidenceAndLog,RETRIEVE,orderer,5.0,4.2589999999999995,3.534181535902954,4.983818464097045,5.0,12.282,7.224912715099333,17.339087284900668,5.0,178.85,175.68031122032463,182.01968877967536,5.0,208.0,203.43856654109698,212.56143345890302,5.0,579.4,546.173703580447,612.626296419553,5.0,434.6199999999999,401.96328891161255,467.27671108838723,5.0,62.718894153906206,61.18305559177117,64.25473271604125,5.0,47.02714952047689,45.352778261126815,48.701520779826964,5.0,581.6,577.1584,586.0416,5.0,7.879406870334998,7.508391387402976,8.250422353267021,5.0,0.0,0.0,0.0,5.0,162.06,154.22125233512392,169.89874766487608,19456.0,14207.057453397303,24704.942546602695,199.18,59808,0,59808,0.0,0.026280389979020113
