consensus,batch,tps,k_fault,fault_family,round_label,phase,rep,role,role_count,cpu_avg_mean,traffic_in_mb_sum,traffic_out_mb_sum,disk_write_mb_sum,tx_duration_s,traffic_in_mbps,traffic_out_mbps
Raft,100,100,2,highimpact-nested,submitEvidence,UNSPLIT,2,couchdb,2,20.126724,36.044,14.684,53.93000000000001,60,4.805866666666666,1.9578666666666666
Raft,100,100,2,highimpact-nested,submitEvidence,UNSPLIT,2,orderer,10,2.0187242999999997,586.775,646.568,1090.172,60,78.23666666666666,86.20906666666666
Raft,100,100,2,highimpact-nested,submitEvidence,UNSPLIT,2,peer,2,20.818276,268.995,207.11,129.588,60,35.866,27.61466666666667
Raft,100,100,2,highimpact-nested,submitEvidence,UNSPLIT,3,ca,3,0.00022999999999999998,0.0034000000000000002,0.0,0.0,60,0.00045333333333333337,0.0
Raft,100,100,2,highimpact-nested,submitEvidence,UNSPLIT,3,chaincode,2,8.115862,40.98,30.3116,0.0,60,5.4639999999999995,4.041546666666666
Raft,100,100,2,highimpact-nested,submitEvidence,UNSPLIT,3,couchdb,2,19.866379000000002,36.042,14.684,54.129999999999995,60,4.8056,1.9578666666666666
Raft,100,100,2,highimpact-nested,submitEvidence,UNSPLIT,3,orderer,10,2.0026207,583.26,650.6869999999999,1085.38,60,77.768,86.75826666666666
Raft,100,100,2,highimpact-nested,submitEvidence,UNSPLIT,3,peer,2,20.604999999999997,268.999,208.015,129.588,60,35.86653333333334,27.735333333333333
Raft,100,100,2,highimpact-nested,submitEvidence,UNSPLIT,4,ca,3,0.00011499999999999999,0.0029,0.0,0.0,60,0.0003866666666666666,0.0
Raft,100,100,2,highimpact-nested,submitEvidence,UNSPLIT,4,chaincode,2,7.9010345,40.982,30.3135,0.0,60,5.464266666666666,4.0418
Raft,100,100,2,highimpact-nested,submitEvidence,UNSPLIT,4,couchdb,2,23.188621,36.044,14.685,53.93000000000001,60,4.805866666666666,1.958
Raft,100,100,2,highimpact-nested,submitEvidence,UNSPLIT,4,orderer,10,1.7074139,582.876,650.528,1085.584,60,77.71679999999999,86.73706666666666
Raft,100,100,2,highimpact-nested,submitEvidence,UNSPLIT,4,peer,2,20.827413500000002,268.996,208.012,129.588,60,35.86613333333333,27.734933333333334
Raft,100,100,2,highimpact-nested,submitEvidence,UNSPLIT,5,ca,3,0.002988666666666667,0.0019,0.0,0.0,60,0.00025333333333333333,0.0
Raft,100,100,2,highimpact-nested,submitEvidence,UNSPLIT,5,chaincode,2,8.120345,40.982,30.3136,0.0,60,5.464266666666666,4.041813333333334
Raft,100,100,2,highimpact-nested,submitEvidence,UNSPLIT,5,couchdb,2,20.336207,36.044,14.684,53.93000000000001,60,4.805866666666666,1.9578666666666666
Raft,100,100,2,highimpact-nested,submitEvidence,UNSPLIT,5,orderer,10,1.9407588,586.101,646.788,1091.791,60,78.1468,86.2384
Raft,100,100,2,highimpact-nested,submitEvidence,UNSPLIT,5,peer,2,18.9303445,268.97700000000003,208.095,129.588,60,35.863600000000005,27.746
Raft,100,100,3,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,1,ca,3,0.0003446666666666667,0.0019,0.0,0.0,60,0.00025333333333333333,0.0
Raft,100,100,3,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,1,chaincode,2,7.3755175,24.749,26.8493,0.0,60,3.2998666666666665,3.5799066666666666
Raft,100,100,3,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,1,couchdb,2,20.742586,20.5,25.22,43.8,60,2.7333333333333334,3.3626666666666667
Raft,100,100,3,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,1,orderer,10,1.4739656,594.1,545.86,1089.0,60,79.21333333333334,72.78133333333334
Raft,100,100,3,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,1,peer,2,18.274483,227.0,150.3,107.8,60,30.266666666666666,20.040000000000003
Raft,100,100,3,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,2,ca,3,0.00045966666666666665,0.0042,0.0,0.0,60,0.00056,0.0
Raft,100,100,3,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,2,chaincode,2,7.4075865,24.641,26.8482,0.0,60,3.2854666666666663,3.57976
Raft,100,100,3,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,2,couchdb,2,18.9277585,20.4,25.22,43.6,60,2.7199999999999998,3.3626666666666667
Raft,100,100,3,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,2,orderer,10,1.5979998,594.1,498.34000000000003,1089.0,60,79.21333333333334,66.44533333333334
Raft,100,100,3,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,2,peer,2,18.979655,226.9,150.3,107.6,60,30.253333333333334,20.040000000000003
Raft,100,100,3,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,3,ca,3,0.0,0.0053,0.0,0.0,60,0.0007066666666666666,0.0
Raft,100,100,3,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,3,chaincode,2,7.5922415,24.678,26.9788,0.0,60,3.2904,3.597173333333333
Raft,100,100,3,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,3,couchdb,2,27.211207,20.5,25.22,43.8,60,2.7333333333333334,3.3626666666666667
Raft,100,100,3,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,3,orderer,10,1.6690344,595.9,547.11,1089.0,60,79.45333333333333,72.94800000000001
Raft,100,100,3,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,3,peer,2,20.9843105,227.0,150.3,107.6,60,30.266666666666666,20.040000000000003
Raft,100,100,3,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,4,ca,3,0.002069,0.0040999999999999995,0.0,0.0,60,0.0005466666666666665,0.0
Raft,100,100,3,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,4,chaincode,2,7.4672415,24.65,26.8593,0.0,60,3.2866666666666666,3.58124
Raft,100,100,3,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,4,couchdb,2,28.642931,20.5,25.22,44.0,60,2.7333333333333334,3.3626666666666667
Raft,100,100,3,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,4,orderer,10,1.565,593.6,497.69,1089.0,60,79.14666666666668,66.35866666666666
Raft,100,100,3,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,4,peer,2,20.8006895,227.1,150.4,107.8,60,30.279999999999998,20.053333333333335
Raft,100,100,3,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,5,ca,3,0.00045966666666666665,0.0042,0.0,0.0,60,0.00056,0.0
Raft,100,100,3,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,5,chaincode,2,7.682068999999999,24.644,26.8447,0.0,60,3.2858666666666663,3.579293333333333
Raft,100,100,3,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,5,couchdb,2,19.4148275,20.5,25.22,43.8,60,2.7333333333333334,3.3626666666666667
Raft,100,100,3,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,5,orderer,10,1.7533793,593.2,499.17,1089.0,60,79.09333333333333,66.556
Raft,100,100,3,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,5,peer,2,20.75,227.0,149.3,107.6,60,30.266666666666666,19.90666666666667
Raft,100,100,3,highimpact-nested,submitEvidence,UNSPLIT,1,ca,3,0.0,0.008,0.0,0.0,60,0.0010666666666666667,0.0
Raft,100,100,3,highimpact-nested,submitEvidence,UNSPLIT,1,chaincode,2,8.1731035,40.982,30.311899999999998,0.0,60,5.464266666666666,4.041586666666666
Raft,100,100,3,highimpact-nested,submitEvidence,UNSPLIT,1,couchdb,2,21.732414,36.046,14.684,54.129999999999995,60,4.806133333333333,1.9578666666666666
Raft,100,100,3,highimpact-nested,submitEvidence,UNSPLIT,1,orderer,10,1.6268276,539.0849999999999,606.411,995.545,60,71.87799999999999,80.8548
Raft,100,100,3,highimpact-nested,submitEvidence,UNSPLIT,1,peer,2,19.260862,269.52,208.646,129.588,60,35.936,27.819466666666663
Raft,100,100,3,highimpact-nested,submitEvidence,UNSPLIT,2,ca,3,0.00011499999999999999,0.0047,0.0,0.0,60,0.0006266666666666666,0.0
Raft,100,100,3,highimpact-nested,submitEvidence,UNSPLIT,2,chaincode,2,8.1889655,40.882,30.31272,0.0,60,5.450933333333333,4.041696
Raft,100,100,3,highimpact-nested,submitEvidence,UNSPLIT,2,couchdb,2,19.607931,36.044,14.684,54.129999999999995,60,4.805866666666666,1.9578666666666666
Raft,100,100,3,highimpact-nested,submitEvidence,UNSPLIT,2,orderer,10,1.8321378,543.367,608.395,998.453,60,72.44893333333333,81.11933333333333
Raft,100,100,3,highimpact-nested,submitEvidence,UNSPLIT,2,peer,2,18.8605175,268.98900000000003,207.00300000000001,129.588,60,35.8652,27.6004
Raft,100,100,3,highimpact-nested,submitEvidence,UNSPLIT,3,ca,3,0.00011499999999999999,0.0059,0.0,0.0,60,0.0007866666666666666,0.0
Raft,100,100,3,highimpact-nested,submitEvidence,UNSPLIT,3,chaincode,2,7.7025865,41.095,30.3917,0.0,60,5.479333333333333,4.052226666666667
Raft,100,100,3,highimpact-nested,submitEvidence,UNSPLIT,3,couchdb,2,23.3744825,36.044,14.684,54.129999999999995,60,4.805866666666666,1.9578666666666666
Raft,100,100,3,highimpact-nested,submitEvidence,UNSPLIT,3,orderer,10,1.8694137999999998,544.283,609.102,999.749,60,72.57106666666667,81.2136
Raft,100,100,3,highimpact-nested,submitEvidence,UNSPLIT,3,peer,2,20.7374135,268.996,208.012,129.588,60,35.86613333333333,27.734933333333334
Raft,100,100,3,highimpact-nested,submitEvidence,UNSPLIT,4,ca,3,0.0021839999999999997,0.0047,0.0,0.0,60,0.0006266666666666666,0.0
Raft,100,100,3,highimpact-nested,submitEvidence,UNSPLIT,4,chaincode,2,7.4798275,41.096000000000004,30.3929,0.0,60,5.479466666666667,4.052386666666667
Raft,100,100,3,highimpact-nested,submitEvidence,UNSPLIT,4,couchdb,2,22.3801725,36.053,14.692,53.730000000000004,60,4.807066666666667,1.9589333333333334
Raft,100,100,3,highimpact-nested,submitEvidence,UNSPLIT,4,orderer,10,1.7598276,543.35,610.5260000000001,1000.08,60,72.44666666666667,81.40346666666667
Raft,100,100,3,highimpact-nested,submitEvidence,UNSPLIT,4,peer,2,20.213793000000003,269.406,208.531,129.588,60,35.9208,27.804133333333333
Raft,100,100,3,highimpact-nested,submitEvidence,UNSPLIT,5,ca,3,0.000111,0.0036,0.0,0.0,60,0.00048,0.0
Raft,100,100,3,highimpact-nested,submitEvidence,UNSPLIT,5,chaincode,2,8.9103335,40.611,30.23506,0.0,60,5.4148,4.031341333333334
Raft,100,100,3,highimpact-nested,submitEvidence,UNSPLIT,5,couchdb,2,33.8761665,36.045,14.713999999999999,52.93000000000001,60,4.806,1.9618666666666664
Raft,100,100,3,highimpact-nested,submitEvidence,UNSPLIT,5,orderer,10,1.7058335,538.684,608.403,995.2570000000001,60,71.82453333333333,81.1204
Raft,100,100,3,highimpact-nested,submitEvidence,UNSPLIT,5,peer,2,24.5218335,269.061,207.10399999999998,129.388,60,35.8748,27.613866666666663
SmartBFT,100,100,0,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,1,ca,3,0.003095333333333333,0.0037999999999999996,0.0,0.0,60,0.0005066666666666667,0.0
SmartBFT,100,100,0,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,1,chaincode,2,9.045000000000002,23.949,26.8461,0.0,60,3.1932,3.5794799999999998
SmartBFT,100,100,0,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,1,couchdb,2,21.403750000000002,20.3,25.22,41.6,60,2.7066666666666666,3.3626666666666667
SmartBFT,100,100,0,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,1,orderer,10,16.6687499,1102.0,723.7,960.0,60,146.93333333333334,96.49333333333334
SmartBFT,100,100,0,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,1,peer,2,25.9294645,243.2,593.0,108.0,60,32.42666666666666,79.06666666666666
SmartBFT,100,100,0,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,2,ca,3,0.002262,0.0033,0.0,0.0,60,0.00044,0.0
SmartBFT,100,100,0,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,2,chaincode,2,8.452857,23.372,26.5807,0.0,60,3.1162666666666667,3.5440933333333335
SmartBFT,100,100,0,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,2,couchdb,2,23.319285999999998,20.4,25.4,41.2,60,2.7199999999999998,3.3866666666666663
SmartBFT,100,100,0,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,2,orderer,10,17.968,1136.0,750.6,950.0,60,151.46666666666667,100.08
SmartBFT,100,100,0,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,2,peer,2,25.863035500000002,241.5,591.5,106.0,60,32.2,78.86666666666666
SmartBFT,100,100,0,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,3,ca,3,0.002299,0.001,0.0,0.0,60,0.00013333333333333334,0.0
SmartBFT,100,100,0,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,3,chaincode,2,8.244655499999999,24.172,26.7818,0.0,60,3.222933333333333,3.5709066666666667
SmartBFT,100,100,0,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,3,couchdb,2,24.4010345,20.3,25.22,41.8,60,2.7066666666666666,3.3626666666666667
SmartBFT,100,100,0,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,3,orderer,10,10.3619656,1104.0,725.8,960.0,60,147.2,96.77333333333333
SmartBFT,100,100,0,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,3,peer,2,26.0068965,242.4,593.5,108.0,60,32.32,79.13333333333334
SmartBFT,100,100,0,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,4,ca,3,0.000119,0.0012000000000000001,0.0,0.0,60,0.00016,0.0
SmartBFT,100,100,0,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,4,chaincode,2,8.24,23.847,26.6587,0.0,60,3.1796,3.5544933333333333
SmartBFT,100,100,0,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,4,couchdb,2,22.378571,20.3,25.21,41.6,60,2.7066666666666666,3.3613333333333335
SmartBFT,100,100,0,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,4,orderer,10,15.1889285,1097.0,717.4,960.0,60,146.26666666666668,95.65333333333334
SmartBFT,100,100,0,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,4,peer,2,25.4525,242.3,593.1,108.0,60,32.306666666666665,79.08
SmartBFT,100,100,0,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,5,ca,3,0.002988333333333333,0.0013,0.0,0.0,60,0.00017333333333333334,0.0
SmartBFT,100,100,0,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,5,chaincode,2,8.307931,23.874,26.7808,0.0,60,3.1832,3.5707733333333334
SmartBFT,100,100,0,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,5,couchdb,2,20.334483,20.3,25.21,42.0,60,2.7066666666666666,3.3613333333333335
SmartBFT,100,100,0,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,5,orderer,10,14.449965600000002,1081.0,702.5,960.0,60,144.13333333333333,93.66666666666667
SmartBFT,100,100,0,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,5,peer,2,25.824137500000003,242.3,593.4,108.0,60,32.306666666666665,79.11999999999999
SmartBFT,100,100,0,highimpact-nested,submitEvidence,UNSPLIT,1,ca,3,0.0,0.0029,0.0,0.0,60,0.0003866666666666666,0.0
SmartBFT,100,100,0,highimpact-nested,submitEvidence,UNSPLIT,1,chaincode,2,7.911964,39.684,30.0118,0.0,60,5.2912,4.001573333333334
SmartBFT,100,100,0,highimpact-nested,submitEvidence,UNSPLIT,1,couchdb,2,24.0601785,35.911,14.66,51.43000000000001,60,4.788133333333334,1.9546666666666668
SmartBFT,100,100,0,highimpact-nested,submitEvidence,UNSPLIT,1,orderer,10,16.3106785,1430.969,950.726,1215.154,60,190.79586666666668,126.76346666666667
SmartBFT,100,100,0,highimpact-nested,submitEvidence,UNSPLIT,1,peer,2,28.068393,282.98,762.467,129.19,60,37.73066666666667,101.66226666666667
SmartBFT,100,100,0,highimpact-nested,submitEvidence,UNSPLIT,2,ca,3,0.002381,0.0037999999999999996,0.0,0.0,60,0.0005066666666666667,0.0
SmartBFT,100,100,0,highimpact-nested,submitEvidence,UNSPLIT,2,chaincode,2,8.324643,38.98,29.7088,0.0,60,5.197333333333333,3.9611733333333334
SmartBFT,100,100,0,highimpact-nested,submitEvidence,UNSPLIT,2,couchdb,2,25.644464,35.912,14.76,51.43000000000001,60,4.788266666666667,1.968
SmartBFT,100,100,0,highimpact-nested,submitEvidence,UNSPLIT,2,orderer,10,18.2406428,1470.915,989.165,1215.148,60,196.12199999999999,131.88866666666667
SmartBFT,100,100,0,highimpact-nested,submitEvidence,UNSPLIT,2,peer,2,25.867857,280.43,761.384,129.19,60,37.39066666666667,101.51786666666666
SmartBFT,100,100,0,highimpact-nested,submitEvidence,UNSPLIT,3,ca,3,0.000119,0.0021,0.0,0.0,60,0.00028,0.0
SmartBFT,100,100,0,highimpact-nested,submitEvidence,UNSPLIT,3,chaincode,2,8.970714,39.783,30.013460000000002,0.0,60,5.3044,4.001794666666667
SmartBFT,100,100,0,highimpact-nested,submitEvidence,UNSPLIT,3,couchdb,2,25.978213999999998,35.865,14.666,51.790000000000006,60,4.782,1.9554666666666667
SmartBFT,100,100,0,highimpact-nested,submitEvidence,UNSPLIT,3,orderer,10,16.0846428,1404.644,923.865,1216.472,60,187.28586666666666,123.182
SmartBFT,100,100,0,highimpact-nested,submitEvidence,UNSPLIT,3,peer,2,27.5789285,283.69,763.471,129.254,60,37.82533333333333,101.79613333333333
SmartBFT,100,100,0,highimpact-nested,submitEvidence,UNSPLIT,4,ca,3,0.0020236666666666667,0.0013,0.0,0.0,60,0.00017333333333333334,0.0
SmartBFT,100,100,0,highimpact-nested,submitEvidence,UNSPLIT,4,chaincode,2,8.5521425,39.681,30.011,0.0,60,5.2908,4.0014666666666665
SmartBFT,100,100,0,highimpact-nested,submitEvidence,UNSPLIT,4,couchdb,2,26.723571,36.010000000000005,14.67,51.230000000000004,60,4.801333333333334,1.956
SmartBFT,100,100,0,highimpact-nested,submitEvidence,UNSPLIT,4,orderer,10,15.812750099999999,1438.951,958.8149999999999,1215.162,60,191.86013333333332,127.842
SmartBFT,100,100,0,highimpact-nested,submitEvidence,UNSPLIT,4,peer,2,28.7851785,283.08000000000004,762.471,129.19,60,37.74400000000001,101.6628
SmartBFT,100,100,0,highimpact-nested,submitEvidence,UNSPLIT,5,ca,3,0.011494333333333334,0.0024000000000000002,0.0,0.0,60,0.00032,0.0
SmartBFT,100,100,0,highimpact-nested,submitEvidence,UNSPLIT,5,chaincode,2,8.593793,39.583000000000006,29.913359999999997,0.0,60,5.277733333333334,3.9884479999999995
SmartBFT,100,100,0,highimpact-nested,submitEvidence,UNSPLIT,5,couchdb,2,23.068793,35.962,14.674,51.19,60,4.794933333333334,1.9565333333333332
SmartBFT,100,100,0,highimpact-nested,submitEvidence,UNSPLIT,5,orderer,10,14.8129311,1479.752,999.016,1216.472,60,197.30026666666666,133.20213333333334
SmartBFT,100,100,0,highimpact-nested,submitEvidence,UNSPLIT,5,peer,2,26.2610345,282.64,762.527,129.254,60,37.68533333333333,101.67026666666668
SmartBFT,100,100,1,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,1,ca,3,0.0005746666666666667,0.0017,0.0,0.0,60,0.00022666666666666666,0.0
SmartBFT,100,100,1,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,1,chaincode,2,9.5717245,23.700000000000003,26.4634,0.0,60,3.1600000000000006,3.528453333333333
SmartBFT,100,100,1,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,1,couchdb,2,22.124655,20.4,25.42,42.6,60,2.7199999999999998,3.3893333333333335
SmartBFT,100,100,1,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,1,orderer,10,17.4757241,1534.0,1478.4,1237.0,60,204.53333333333333,197.12
SmartBFT,100,100,1,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,1,peer,2,26.4989655,265.9,557.1,136.0,60,35.45333333333333,74.28
SmartBFT,100,100,1,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,2,ca,3,0.0003333333333333333,0.0036999999999999997,0.0,0.0,60,0.0004933333333333333,0.0
SmartBFT,100,100,1,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,2,chaincode,2,8.218666500000001,23.253,26.3641,0.0,60,3.1004,3.5152133333333335
SmartBFT,100,100,1,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,2,couchdb,2,23.137667,20.4,25.41,42.8,60,2.7199999999999998,3.388
SmartBFT,100,100,1,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,2,orderer,10,16.4628333,1973.0,1842.5,1067.0,60,263.06666666666666,245.66666666666666
SmartBFT,100,100,1,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,2,peer,2,24.846667,256.3,557.1,126.0,60,34.17333333333333,74.28
SmartBFT,100,100,1,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,3,ca,3,0.002252333333333333,0.0011,0.0,0.0,60,0.00014666666666666666,0.0
SmartBFT,100,100,1,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,3,chaincode,2,5.9770275,24.9,26.9628,0.0,60,3.32,3.59504
SmartBFT,100,100,1,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,3,couchdb,2,18.6189185,20.3,25.21,41.6,60,2.7066666666666666,3.3613333333333335
SmartBFT,100,100,1,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,3,orderer,10,14.7254325,2162.0,1828.9,1034.0,60,288.26666666666665,243.85333333333335
SmartBFT,100,100,1,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,3,peer,2,22.641756500000003,257.5,560.9,121.8,60,34.333333333333336,74.78666666666666
SmartBFT,100,100,1,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,4,ca,3,0.002988666666666667,0.0037999999999999996,0.0,0.0,60,0.0005066666666666667,0.0
SmartBFT,100,100,1,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,4,chaincode,2,8.42569,23.376,26.4831,0.0,60,3.1168,3.53108
