consensus,batch,tps,k_fault,fault_family,round_label,phase,rep,role,role_count,cpu_avg_mean,traffic_in_mb_sum,traffic_out_mb_sum,disk_write_mb_sum,tx_duration_s,traffic_in_mbps,traffic_out_mbps
SmartBFT,100,100,1,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,4,couchdb,2,21.340690000000002,20.4,25.4,41.6,60,2.7199999999999998,3.3866666666666663
SmartBFT,100,100,1,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,4,orderer,10,12.8675173,1484.0,1256.3,994.0,60,197.86666666666667,167.50666666666666
SmartBFT,100,100,1,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,4,peer,2,25.535,238.4,558.5,108.0,60,31.78666666666667,74.46666666666667
SmartBFT,100,100,1,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,5,ca,3,0.000729,0.0021,0.0,0.0,60,0.00028,0.0
SmartBFT,100,100,1,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,5,chaincode,2,6.9498435,24.371,26.8815,0.0,60,3.2494666666666663,3.5842
SmartBFT,100,100,1,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,5,couchdb,2,19.9656255,20.4,25.21,41.6,60,2.7199999999999998,3.3613333333333335
SmartBFT,100,100,1,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,5,orderer,10,20.6611563,2242.0,2144.0,1193.0,60,298.93333333333334,285.8666666666667
SmartBFT,100,100,1,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,5,peer,2,24.982031499999998,288.4,561.5,154.0,60,38.45333333333333,74.86666666666666
SmartBFT,100,100,1,highimpact-nested,submitEvidence,UNSPLIT,1,ca,3,0.0045456666666666675,0.0040999999999999995,0.0,0.0,60,0.0005466666666666665,0.0
SmartBFT,100,100,1,highimpact-nested,submitEvidence,UNSPLIT,1,chaincode,2,6.9057575,40.682,30.3124,0.0,60,5.424266666666667,4.0416533333333335
SmartBFT,100,100,1,highimpact-nested,submitEvidence,UNSPLIT,1,couchdb,2,21.8801515,36.066,14.665,51.39,60,4.808800000000001,1.9553333333333331
SmartBFT,100,100,1,highimpact-nested,submitEvidence,UNSPLIT,1,orderer,10,18.6239695,2253.6549999999997,1854.8480000000002,1644.628,60,300.4873333333333,247.31306666666669
SmartBFT,100,100,1,highimpact-nested,submitEvidence,UNSPLIT,1,peer,2,26.451060499999997,340.89,724.584,186.854,60,45.452,96.6112
SmartBFT,100,100,1,highimpact-nested,submitEvidence,UNSPLIT,2,ca,3,0.010571666666666667,0.0052,0.0,0.0,60,0.0006933333333333333,0.0
SmartBFT,100,100,1,highimpact-nested,submitEvidence,UNSPLIT,2,chaincode,2,6.7522855,40.482,30.2105,0.0,60,5.3976,4.028066666666667
SmartBFT,100,100,1,highimpact-nested,submitEvidence,UNSPLIT,2,couchdb,2,24.1752855,36.066,14.716,51.790000000000006,60,4.808800000000001,1.9621333333333333
SmartBFT,100,100,1,highimpact-nested,submitEvidence,UNSPLIT,2,orderer,10,21.090142800000002,3054.417,2716.372,1946.18,60,407.2556,362.1829333333333
SmartBFT,100,100,1,highimpact-nested,submitEvidence,UNSPLIT,2,peer,2,26.6337145,384.40000000000003,722.684,230.854,60,51.25333333333334,96.35786666666667
SmartBFT,100,100,1,highimpact-nested,submitEvidence,UNSPLIT,3,ca,3,0.0023653333333333334,0.0005,0.0,0.0,60,6.666666666666667e-05,0.0
SmartBFT,100,100,1,highimpact-nested,submitEvidence,UNSPLIT,3,chaincode,2,9.595,39.399,29.8981,0.0,60,5.2532000000000005,3.986413333333333
SmartBFT,100,100,1,highimpact-nested,submitEvidence,UNSPLIT,3,couchdb,2,24.389355000000002,36.173,14.841000000000001,52.59,60,4.823066666666667,1.9788000000000001
SmartBFT,100,100,1,highimpact-nested,submitEvidence,UNSPLIT,3,orderer,10,17.270129,1932.2730000000001,1516.528,1247.816,60,257.63640000000004,202.20373333333333
SmartBFT,100,100,1,highimpact-nested,submitEvidence,UNSPLIT,3,peer,2,26.647903000000003,298.09000000000003,719.566,148.454,60,39.745333333333335,95.94213333333333
SmartBFT,100,100,1,highimpact-nested,submitEvidence,UNSPLIT,4,ca,3,0.000889,0.0001,0.0,0.0,60,1.3333333333333333e-05,0.0
SmartBFT,100,100,1,highimpact-nested,submitEvidence,UNSPLIT,4,chaincode,2,6.9076664999999995,39.285000000000004,29.7133,0.0,60,5.238,3.9617733333333334
SmartBFT,100,100,1,highimpact-nested,submitEvidence,UNSPLIT,4,couchdb,2,24.2913335,36.066,14.824000000000002,51.59,60,4.808800000000001,1.9765333333333335
SmartBFT,100,100,1,highimpact-nested,submitEvidence,UNSPLIT,4,orderer,10,15.4643666,1578.386,1123.838,1155.528,60,210.45146666666668,149.84506666666667
SmartBFT,100,100,1,highimpact-nested,submitEvidence,UNSPLIT,4,peer,2,25.4965,281.98,719.467,132.254,60,37.59733333333334,95.92893333333333
SmartBFT,100,100,1,highimpact-nested,submitEvidence,UNSPLIT,5,ca,3,0.0025806666666666664,0.0013,0.0,0.0,60,0.00017333333333333334,0.0
SmartBFT,100,100,1,highimpact-nested,submitEvidence,UNSPLIT,5,chaincode,2,7.8020965,39.092,29.73313,0.0,60,5.212266666666666,3.964417333333333
SmartBFT,100,100,1,highimpact-nested,submitEvidence,UNSPLIT,5,couchdb,2,23.832742,36.108999999999995,14.87,53.83,60,4.814533333333332,1.9826666666666666
SmartBFT,100,100,1,highimpact-nested,submitEvidence,UNSPLIT,5,orderer,10,18.4282259,1823.828,1430.773,1650.135,60,243.17706666666666,190.76973333333333
SmartBFT,100,100,1,highimpact-nested,submitEvidence,UNSPLIT,5,peer,2,26.181129000000002,337.06,719.941,188.19,60,44.94133333333333,95.99213333333334
SmartBFT,100,100,2,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,1,ca,3,0.002413666666666667,0.0037999999999999996,0.0,0.0,60,0.0005066666666666667,0.0
SmartBFT,100,100,2,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,1,chaincode,2,6.8862065,23.344,26.4418,0.0,60,3.1125333333333334,3.5255733333333334
SmartBFT,100,100,2,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,1,couchdb,2,22.5281035,20.4,25.42,41.6,60,2.7199999999999998,3.3893333333333335
SmartBFT,100,100,2,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,1,orderer,10,10.648482699999999,1390.0,1247.7,1022.0,60,185.33333333333334,166.36
SmartBFT,100,100,2,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,1,peer,2,21.6548275,237.2,525.7,108.0,60,31.626666666666665,70.09333333333333
SmartBFT,100,100,2,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,2,ca,3,0.002299,0.0058,0.0,0.0,60,0.0007733333333333332,0.0
SmartBFT,100,100,2,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,2,chaincode,2,8.2765515,23.255,26.3637,0.0,60,3.1006666666666667,3.5151600000000003
SmartBFT,100,100,2,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,2,couchdb,2,19.755862,20.4,25.4,41.6,60,2.7199999999999998,3.3866666666666663
SmartBFT,100,100,2,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,2,orderer,10,13.2033102,1389.0,1249.4,1038.0,60,185.2,166.58666666666667
SmartBFT,100,100,2,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,2,peer,2,26.172931,240.3,526.1,110.0,60,32.04,70.14666666666668
SmartBFT,100,100,2,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,3,ca,3,0.004942666666666667,0.0052,0.0,0.0,60,0.0006933333333333333,0.0
SmartBFT,100,100,2,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,3,chaincode,2,8.683103000000001,23.254,26.3621,0.0,60,3.1005333333333334,3.514946666666667
SmartBFT,100,100,2,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,3,couchdb,2,20.333275999999998,20.4,25.41,41.4,60,2.7199999999999998,3.388
SmartBFT,100,100,2,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,3,orderer,10,14.855138,1521.0,1312.8,1028.0,60,202.8,175.04
SmartBFT,100,100,2,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,3,peer,2,25.90931,236.3,527.0,108.0,60,31.506666666666668,70.26666666666667
SmartBFT,100,100,2,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,4,ca,3,0.0028736666666666667,0.0042,0.0,0.0,60,0.00056,0.0
SmartBFT,100,100,2,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,4,chaincode,2,5.318276,23.246,26.4447,0.0,60,3.0994666666666664,3.52596
SmartBFT,100,100,2,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,4,couchdb,2,25.1305175,20.5,25.45,42.6,60,2.7333333333333334,3.393333333333333
SmartBFT,100,100,2,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,4,orderer,10,17.3074137,1827.0,1558.1,1120.0,60,243.6,207.74666666666664
SmartBFT,100,100,2,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,4,peer,2,22.660345,254.2,526.7,124.0,60,33.89333333333333,70.22666666666667
SmartBFT,100,100,2,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,5,ca,3,0.0,0.0042,0.0,0.0,60,0.00056,0.0
SmartBFT,100,100,2,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,5,chaincode,2,7.5151665,23.246000000000002,26.5457,0.0,60,3.099466666666667,3.5394266666666665
SmartBFT,100,100,2,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,5,couchdb,2,19.265667,20.4,25.42,41.8,60,2.7199999999999998,3.3893333333333335
SmartBFT,100,100,2,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,5,orderer,10,13.7389665,1480.0,1305.4,1056.0,60,197.33333333333334,174.05333333333334
SmartBFT,100,100,2,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,5,peer,2,24.3515,241.0,523.7,112.0,60,32.13333333333333,69.82666666666667
SmartBFT,100,100,2,highimpact-nested,submitEvidence,UNSPLIT,1,ca,3,0.0027586666666666666,0.0021,0.0,0.0,60,0.00028,0.0
SmartBFT,100,100,2,highimpact-nested,submitEvidence,UNSPLIT,1,chaincode,2,6.487586,39.282000000000004,29.8139,0.0,60,5.2376000000000005,3.9751866666666666
SmartBFT,100,100,2,highimpact-nested,submitEvidence,UNSPLIT,1,couchdb,2,25.0817245,36.064,14.794999999999998,51.790000000000006,60,4.808533333333333,1.9726666666666663
SmartBFT,100,100,2,highimpact-nested,submitEvidence,UNSPLIT,1,orderer,10,16.8353104,1418.021,1029.12,1138.984,60,189.06946666666667,137.21599999999998
SmartBFT,100,100,2,highimpact-nested,submitEvidence,UNSPLIT,1,peer,2,25.5331035,290.41999999999996,678.4979999999999,141.254,60,38.72266666666666,90.4664
SmartBFT,100,100,2,highimpact-nested,submitEvidence,UNSPLIT,2,ca,3,0.0077083333333333335,0.0159,0.0,0.0,60,0.00212,0.0
SmartBFT,100,100,2,highimpact-nested,submitEvidence,UNSPLIT,2,chaincode,2,5.159375000000001,39.403999999999996,29.7986,0.0,60,5.253866666666666,3.9731466666666666
SmartBFT,100,100,2,highimpact-nested,submitEvidence,UNSPLIT,2,couchdb,2,20.3318755,36.018,14.837,51.43000000000001,60,4.8024000000000004,1.9782666666666666
SmartBFT,100,100,2,highimpact-nested,submitEvidence,UNSPLIT,2,orderer,10,10.9102501,1472.385,1079.991,1036.827,60,196.318,143.9988
SmartBFT,100,100,2,highimpact-nested,submitEvidence,UNSPLIT,2,peer,2,20.9432815,278.42,679.3770000000001,129.19,60,37.12266666666667,90.5836
SmartBFT,100,100,2,highimpact-nested,submitEvidence,UNSPLIT,3,ca,3,0.0018393333333333332,0.0018999999999999998,0.0,0.0,60,0.00025333333333333333,0.0
SmartBFT,100,100,2,highimpact-nested,submitEvidence,UNSPLIT,3,chaincode,2,7.384655,39.281,29.712699999999998,0.0,60,5.237466666666666,3.9616933333333333
SmartBFT,100,100,2,highimpact-nested,submitEvidence,UNSPLIT,3,couchdb,2,21.1393105,36.065,14.825,52.19,60,4.808666666666666,1.9766666666666666
SmartBFT,100,100,2,highimpact-nested,submitEvidence,UNSPLIT,3,orderer,10,15.3998965,1685.215,1308.385,1090.28,60,224.6953333333333,174.45133333333334
SmartBFT,100,100,2,highimpact-nested,submitEvidence,UNSPLIT,3,peer,2,25.689138,291.03,681.473,141.454,60,38.803999999999995,90.86306666666665
SmartBFT,100,100,2,highimpact-nested,submitEvidence,UNSPLIT,4,ca,3,0.0016666666666666668,0.0086,0.0,0.0,60,0.0011466666666666667,0.0
SmartBFT,100,100,2,highimpact-nested,submitEvidence,UNSPLIT,4,chaincode,2,10.8705,39.387,29.8152,0.0,60,5.2516,3.9753600000000002
SmartBFT,100,100,2,highimpact-nested,submitEvidence,UNSPLIT,4,couchdb,2,26.5691665,36.163,14.824000000000002,52.39,60,4.8217333333333325,1.9765333333333335
SmartBFT,100,100,2,highimpact-nested,submitEvidence,UNSPLIT,4,orderer,10,14.671366599999999,1727.505,1322.746,1118.776,60,230.334,176.36613333333335
SmartBFT,100,100,2,highimpact-nested,submitEvidence,UNSPLIT,4,peer,2,26.147166499999997,294.59000000000003,679.561,145.454,60,39.27866666666667,90.60813333333334
SmartBFT,100,100,2,highimpact-nested,submitEvidence,UNSPLIT,5,ca,3,0.0013636666666666667,0.0018,0.0,0.0,60,0.00024,0.0
SmartBFT,100,100,2,highimpact-nested,submitEvidence,UNSPLIT,5,chaincode,2,5.5998865,40.900999999999996,30.40005,0.0,60,5.4534666666666665,4.05334
SmartBFT,100,100,2,highimpact-nested,submitEvidence,UNSPLIT,5,couchdb,2,15.508182000000001,36.073,14.673,51.59,60,4.809733333333333,1.9564
SmartBFT,100,100,2,highimpact-nested,submitEvidence,UNSPLIT,5,orderer,10,16.8428409,3541.123,3201.471,1530.676,60,472.14973333333336,426.8628
SmartBFT,100,100,2,highimpact-nested,submitEvidence,UNSPLIT,5,peer,2,18.83375,349.84000000000003,687.582,181.35399999999998,60,46.64533333333334,91.6776
SmartBFT,100,100,3,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,1,ca,3,0.0045980000000000005,0.0058,0.0,0.0,60,0.0007733333333333332,0.0
SmartBFT,100,100,3,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,1,chaincode,2,7.489828,23.855,26.5653,0.0,60,3.1806666666666668,3.54204
SmartBFT,100,100,3,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,1,couchdb,2,21.4289655,20.4,25.32,41.8,60,2.7199999999999998,3.376
SmartBFT,100,100,3,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,1,orderer,10,9.949069,1400.0,1138.4,1053.0,60,186.66666666666666,151.7866666666667
SmartBFT,100,100,3,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,1,peer,2,24.712414,237.3,496.4,108.0,60,31.64,66.18666666666667
SmartBFT,100,100,3,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,2,ca,3,0.0022616666666666666,0.0011,0.0,0.0,60,0.00014666666666666666,0.0
SmartBFT,100,100,3,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,2,chaincode,2,8.2457145,23.927000000000003,26.626,0.0,60,3.190266666666667,3.5501333333333336
SmartBFT,100,100,3,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,2,couchdb,2,22.963393,20.4,25.270000000000003,42.0,60,2.7199999999999998,3.369333333333334
SmartBFT,100,100,3,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,2,orderer,10,14.4983216,1462.0,1101.8,1053.0,60,194.93333333333334,146.90666666666667
SmartBFT,100,100,3,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,2,peer,2,28.22,238.1,495.2,108.0,60,31.746666666666666,66.02666666666667
SmartBFT,100,100,3,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,3,ca,3,0.0038096666666666665,0.0076,0.0,0.0,60,0.0010133333333333333,0.0
SmartBFT,100,100,3,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,3,chaincode,2,7.4542855,23.366,26.4642,0.0,60,3.115466666666667,3.52856
SmartBFT,100,100,3,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,3,couchdb,2,22.4525,20.4,25.41,41.4,60,2.7199999999999998,3.388
SmartBFT,100,100,3,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,3,orderer,10,12.5328929,1424.0,1184.8,1059.0,60,189.86666666666667,157.97333333333333
SmartBFT,100,100,3,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,3,peer,2,24.868036,236.3,494.4,108.0,60,31.506666666666668,65.92
SmartBFT,100,100,3,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,4,ca,3,0.004047666666666666,0.0032,0.0,0.0,60,0.00042666666666666667,0.0
SmartBFT,100,100,3,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,4,chaincode,2,7.4855355,23.381,26.3832,0.0,60,3.1174666666666666,3.51776
SmartBFT,100,100,3,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,4,couchdb,2,22.5778575,20.4,25.42,41.6,60,2.7199999999999998,3.3893333333333335
SmartBFT,100,100,3,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,4,orderer,10,14.133249900000001,1422.0,1172.7,1073.0,60,189.6,156.36
SmartBFT,100,100,3,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,4,peer,2,25.342678499999998,239.4,496.5,110.0,60,31.92,66.2
SmartBFT,100,100,3,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,5,ca,3,0.00011499999999999999,0.0045000000000000005,0.0,0.0,60,0.0006000000000000001,0.0
SmartBFT,100,100,3,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,5,chaincode,2,8.210862,23.76,26.5572,0.0,60,3.168,3.54096
SmartBFT,100,100,3,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,5,couchdb,2,25.4013795,20.5,25.310000000000002,41.8,60,2.7333333333333334,3.374666666666667
SmartBFT,100,100,3,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,5,orderer,10,10.3767587,1380.0,1176.5,1056.0,60,184.0,156.86666666666667
SmartBFT,100,100,3,highimpact-nested,retrieveEvidenceAndLog,UNSPLIT,5,peer,2,25.431724000000003,237.4,496.5,108.0,60,31.653333333333332,66.2
SmartBFT,100,100,3,highimpact-nested,submitEvidence,UNSPLIT,1,ca,3,0.0,0.006500000000000001,0.0,0.0,60,0.0008666666666666667,0.0
SmartBFT,100,100,3,highimpact-nested,submitEvidence,UNSPLIT,1,chaincode,2,8.8767245,39.684,29.8141,0.0,60,5.2912,3.9752133333333335
SmartBFT,100,100,3,highimpact-nested,submitEvidence,UNSPLIT,1,couchdb,2,23.697414000000002,36.065,14.764,51.39,60,4.808666666666666,1.9685333333333332
SmartBFT,100,100,3,highimpact-nested,submitEvidence,UNSPLIT,1,orderer,10,12.8603793,1227.142,857.542,954.1279999999999,60,163.61893333333333,114.33893333333334
SmartBFT,100,100,3,highimpact-nested,submitEvidence,UNSPLIT,1,peer,2,25.711207,278.59000000000003,642.47,129.254,60,37.14533333333334,85.66266666666667
SmartBFT,100,100,3,highimpact-nested,submitEvidence,UNSPLIT,2,ca,3,0.00011499999999999999,0.0029,0.0,0.0,60,0.0003866666666666666,0.0
SmartBFT,100,100,3,highimpact-nested,submitEvidence,UNSPLIT,2,chaincode,2,6.1872415,39.395,29.8953,0.0,60,5.252666666666667,3.98604
SmartBFT,100,100,3,highimpact-nested,submitEvidence,UNSPLIT,2,couchdb,2,26.6927585,36.065,14.814,51.790000000000006,60,4.808666666666666,1.9752
SmartBFT,100,100,3,highimpact-nested,submitEvidence,UNSPLIT,2,orderer,10,15.001103600000002,1254.056,899.735,981.5319999999999,60,167.20746666666668,119.96466666666667
SmartBFT,100,100,3,highimpact-nested,submitEvidence,UNSPLIT,2,peer,2,26.4248275,281.58000000000004,639.468,133.454,60,37.544000000000004,85.2624
SmartBFT,100,100,3,highimpact-nested,submitEvidence,UNSPLIT,3,ca,3,0.004318333333333334,0.0036999999999999997,0.0,0.0,60,0.0004933333333333333,0.0
SmartBFT,100,100,3,highimpact-nested,submitEvidence,UNSPLIT,3,chaincode,2,4.8913635,40.882999999999996,30.315700000000003,0.0,60,5.451066666666666,4.042093333333334
SmartBFT,100,100,3,highimpact-nested,submitEvidence,UNSPLIT,3,couchdb,2,15.9154545,36.064,14.646,51.39,60,4.808533333333333,1.9528
SmartBFT,100,100,3,highimpact-nested,submitEvidence,UNSPLIT,3,orderer,10,14.712727300000001,2657.12,2325.852,1135.68,60,354.28266666666667,310.11359999999996
SmartBFT,100,100,3,highimpact-nested,submitEvidence,UNSPLIT,3,peer,2,18.1525,304.5,646.588,151.454,60,40.6,86.21173333333333
SmartBFT,100,100,3,highimpact-nested,submitEvidence,UNSPLIT,4,ca,3,0.0020236666666666667,0.0001,0.0,0.0,60,1.3333333333333333e-05,0.0
SmartBFT,100,100,3,highimpact-nested,submitEvidence,UNSPLIT,4,chaincode,2,8.8375,39.583,29.9127,0.0,60,5.277733333333333,3.98836
SmartBFT,100,100,3,highimpact-nested,submitEvidence,UNSPLIT,4,couchdb,2,25.296428499999998,36.111999999999995,14.8,51.629999999999995,60,4.814933333333332,1.9733333333333334
SmartBFT,100,100,3,highimpact-nested,submitEvidence,UNSPLIT,4,orderer,10,12.1015,1262.887,909.699,999.432,60,168.38493333333332,121.2932
SmartBFT,100,100,3,highimpact-nested,submitEvidence,UNSPLIT,4,peer,2,25.184643,283.77,642.356,134.99,60,37.836,85.64746666666666
SmartBFT,100,100,3,highimpact-nested,submitEvidence,UNSPLIT,5,ca,3,0.0005073333333333333,0.0057,0.0,0.0,60,0.00076,0.0
SmartBFT,100,100,3,highimpact-nested,submitEvidence,UNSPLIT,5,chaincode,2,5.775326000000001,40.492,30.2192,0.0,60,5.398933333333333,4.029226666666667
SmartBFT,100,100,3,highimpact-nested,submitEvidence,UNSPLIT,5,couchdb,2,14.0176085,36.064,14.693999999999999,50.19,60,4.808533333333333,1.9591999999999998
SmartBFT,100,100,3,highimpact-nested,submitEvidence,UNSPLIT,5,orderer,10,16.0195435,2799.543,2453.27,1069.532,60,373.2724,327.10266666666666
SmartBFT,100,100,3,highimpact-nested,submitEvidence,UNSPLIT,5,peer,2,19.3175,292.46999999999997,643.552,140.054,60,38.995999999999995,85.80693333333333
